NAME,SAEPOVRTALL_RATE,Location,Latitude,Longitude
Perry County,13.4,"37.723555,-89.775534",37.723555,-89.775534
Pettis County,18.4,"38.689315,-93.338892",38.689315,-93.338892
Phelps County,18.1,"37.880654,-91.753882",37.880654,-91.753882
Pike County,20.5,"39.396474,-91.289104",39.396474,-91.289104
Platte County,7.3,"39.347565,-94.769159",39.347565,-94.769159
Polk County,20.2,"37.676669,-93.338892",37.676669,-93.338892
Pulaski County,13.3,"37.872748,-92.223667",37.872748,-92.223667
Putnam County,18.8,"40.47449,-92.977556",40.47449,-92.977556
Ralls County,12,"39.558235,-91.598396",39.558235,-91.598396
Randolph County,18.8,"39.418263,-92.499992",39.418263,-92.499992
Ray County,12.1,"39.335479,-93.987843",39.335479,-93.987843
Reynolds County,26.9,"37.378663,-90.982067",37.378663,-90.982067
Ripley County,25.9,"36.692845,-90.8294",36.692845,-90.8294
Saline County,18.2,"39.194356,-93.177966",39.194356,-93.177966
Schuyler County,20.5,"40.485771,-92.499992",40.485771,-92.499992
Scotland County,17.1,"40.492147,-92.184328",40.492147,-92.184328
Scott County,19.2,"37.039444,-89.625165",37.039444,-89.625165
Shannon County,28.8,"37.202825,-91.443469",37.202825,-91.443469
Shelby County,18.6,"39.838872,-92.105755",39.838872,-92.105755
St. Charles County,6,"38.733889,-90.8294",38.733889,-90.8294
St. Clair County,24.1,"38.001146,-93.824824",38.001146,-93.824824
St. Francois County,20.6,"37.765276,-90.487992",37.765276,-90.487992
St. Louis city,27.2,"38.627003,-90.199404",38.627003,-90.199404
St. Louis County,11.9,"38.610302,-90.412518",38.610302,-90.412518
Ste. Genevieve County,12.1,"37.893453,-90.224466",37.893453,-90.224466
Stoddard County,16.6,"36.868056,-89.925323",36.868056,-89.925323
Stone County,19.8,"36.774888,-93.459933",36.774888,-93.459933
Sullivan County,16.4,"40.183651,-93.177966",40.183651,-93.177966
Taney County,19.7,"36.657638,-93.017571",36.657638,-93.017571
Texas County,21.9,"37.367365,-91.909924",37.367365,-91.909924
Vernon County,20.5,"37.814849,-94.315422",37.814849,-94.315422
Warren County,12.8,"38.731328,-91.135302",38.731328,-91.135302
Washington County,26.6,"37.890757,-90.8294",37.890757,-90.8294
Wayne County,25.7,"37.038874,-90.525782",37.038874,-90.525782
Webster County,19.7,"37.348334,-92.85771",37.348334,-92.85771
Worth County,15.9,"40.473061,-94.315422",40.473061,-94.315422
Wright County,28.7,"37.355565,-92.539603",37.355565,-92.539603
Beaverhead County,17.2,"45.213512,-113.109305",45.213512,-113.109305
Big Horn County,28.6,"45.349657,-107.271577",45.349657,-107.271577
Blaine County,24.2,"48.60654,-108.946225",48.60654,-108.946225
Broadwater County,12.9,"46.269373,-111.451972",46.269373,-111.451972
Carbon County,12.2,"45.28202,-109.100255",45.28202,-109.100255
Carter County,17.4,"45.452243,-104.370784",45.452243,-104.370784
Cascade County,15.3,"47.468836,-111.545323",47.468836,-111.545323
Chouteau County,17.9,"48.00331,-110.473796",48.00331,-110.473796
Custer County,14.2,"46.216088,-105.6225",46.216088,-105.6225
Daniels County,10.2,"48.774414,-105.724876",48.774414,-105.724876
Dawson County,12.2,"47.264901,-104.89393",47.264901,-104.89393
Deer Lodge County,17.1,"46.109531,-113.021225",46.109531,-113.021225
Fallon County,8.5,"46.37624,-104.428033",46.37624,-104.428033
Fergus County,13.1,"47.212675,-109.4141",47.212675,-109.4141
Flathead County,12.3,"48.424152,-114.15315",48.424152,-114.15315
Gallatin County,12.5,"45.538887,-111.119423",45.538887,-111.119423
Garfield County,20,"47.266236,-107.126315",47.266236,-107.126315
Glacier County,31.2,"48.521748,-112.919665",48.521748,-112.919665
Golden Valley County,23.5,"46.370932,-109.174385",46.370932,-109.174385
Granite County,15,"46.337464,-113.464782",46.337464,-113.464782
Hill County,18.9,"48.74881,-110.035087",48.74881,-110.035087
Jefferson County,10.1,"46.145055,-112.075295",46.145055,-112.075295
Judith Basin County,16.2,"47.060937,-110.257711",47.060937,-110.257711
Lake County,22.8,"47.671374,-114.133924",47.671374,-114.133924
Lewis and Clark County,10.8,"47.296397,-112.402979",47.296397,-112.402979
Liberty County,22,"48.491719,-110.970415",48.491719,-110.970415
Lincoln County,22.2,"48.58809,-115.659653",48.58809,-115.659653
Madison County,12.2,"45.466729,-111.886502",45.466729,-111.886502
McCone County,16.1,"47.450091,-105.881073",47.450091,-105.881073
Meagher County,19.8,"46.620195,-110.884827",46.620195,-110.884827
Mineral County,17.7,"47.149703,-114.96269",47.149703,-114.96269
Missoula County,17,"47.02405,-113.686992",47.02405,-113.686992
Musselshell County,17.6,"46.421878,-108.406476",46.421878,-108.406476
Park County,12,"45.478849,-110.608252",45.478849,-110.608252
Petroleum County,18.3,"47.156535,-108.320328",47.156535,-108.320328
Phillips County,16.2,"48.451929,-107.877778",48.451929,-107.877778
Pondera County,19.2,"48.232152,-112.288632",48.232152,-112.288632
Powder River County,13.9,"45.296836,-105.534656",45.296836,-105.534656
Powell County,19.7,"46.931145,-112.974547",46.931145,-112.974547
Prairie County,13.4,"46.798089,-105.404535",46.798089,-105.404535
Ravalli County,15.3,"46.017464,-114.181742",46.017464,-114.181742
Richland County,9.7,"47.92005,-104.801749",47.92005,-104.801749
Roosevelt County,26.9,"48.285023,-105.109923",48.285023,-105.109923
Rosebud County,18.8,"46.390484,-106.594431",46.390484,-106.594431
Sanders County,18.1,"47.610946,-115.131694",47.610946,-115.131694
Sheridan County,10.8,"48.701151,-104.427809",48.701151,-104.427809
Silver Bow County,17.2,"45.880429,-112.584306",45.880429,-112.584306
Stillwater County,10.4,"45.70011,-109.39224",45.70011,-109.39224
Sweet Grass County,11.8,"45.76728,-109.897991",45.76728,-109.897991
Teton County,15.2,"47.901995,-112.271756",47.901995,-112.271756
Toole County,18.4,"48.697425,-111.640821",48.697425,-111.640821
Treasure County,12.5,"46.210667,-107.25861",46.210667,-107.25861
Valley County,15.3,"48.285573,-106.830478",48.285573,-106.830478
Wheatland County,19,"46.492289,-109.841859",46.492289,-109.841859
Wibaux County,11.8,"46.783665,-104.31839",46.783665,-104.31839
Yellowstone County,13,"45.785658,-108.43438",45.785658,-108.43438
Adams County,13.7,"40.559623,-98.572102",40.559623,-98.572102
Antelope County,14.1,"42.190245,-98.046518",42.190245,-98.046518
Arthur County,11.5,"41.568028,-101.615777",41.568028,-101.615777
Banner County,12.9,"41.500766,-103.636272",41.500766,-103.636272
Blaine County,17.5,"41.879557,-99.991225",41.879557,-99.991225
Boone County,11.1,"41.717233,-98.046518",41.717233,-98.046518
Box Butte County,16.9,"42.191147,-103.08179",42.191147,-103.08179
Boyd County,13.8,"42.882372,-98.704075",42.882372,-98.704075
Brown County,13.7,"42.505291,-99.991225",42.505291,-99.991225
Buffalo County,12,"40.841022,-99.10135",40.841022,-99.10135
Burt County,10.8,"41.825206,-96.322607",41.825206,-96.322607
Butler County,9.3,"41.137573,-97.179026",41.137573,-97.179026
Cass County,7.7,"40.875553,-96.152699",40.875553,-96.152699
Cedar County,9.8,"42.561032,-97.179026",42.561032,-97.179026
Chase County,10.2,"40.453132,-101.615777",40.453132,-101.615777
Cherry County,15.6,"42.474114,-101.161736",42.474114,-101.161736
Cheyenne County,11.5,"41.250926,-103.08179",41.250926,-103.08179
Clay County,11.3,"40.597548,-98.046518",40.597548,-98.046518
Colfax County,12,"41.626844,-97.006839",41.626844,-97.006839
Cuming County,9,"41.954015,-96.8351",41.954015,-96.8351
Custer County,13.9,"41.349132,-99.723267",41.349132,-99.723267
Dakota County,12.9,"42.404097,-96.535645",42.404097,-96.535645
Dawes County,20.2,"42.655173,-103.08179",42.655173,-103.08179
Dawson County,13,"40.942726,-99.812494",40.942726,-99.812494
Deuel County,13.1,"41.140176,-102.30058",41.140176,-102.30058
Dixon County,9.8,"42.425772,-96.8351",42.425772,-96.8351
Dodge County,11.6,"41.647261,-96.663812",41.647261,-96.663812
Douglas County,14.6,"41.314812,-96.195132",41.314812,-96.195132
Dundy County,14.7,"40.130612,-101.615777",40.130612,-101.615777
Fillmore County,10,"40.471012,-97.524724",40.471012,-97.524724
Franklin County,13.2,"40.208986,-98.924534",40.208986,-98.924534
Frontier County,12,"40.574478,-100.349789",40.574478,-100.349789
Furnas County,14.3,"40.121397,-99.991225",40.121397,-99.991225
Gage County,10.3,"40.198904,-96.663812",40.198904,-96.663812
Garden County,15.9,"41.736972,-102.254792",41.736972,-102.254792
Garfield County,14.3,"41.967896,-98.924534",41.967896,-98.924534
Gosper County,9.1,"40.460485,-99.812494",40.460485,-99.812494
Grant County,12.1,"41.863775,-101.797961",41.863775,-101.797961
Greeley County,15.8,"41.520541,-98.572102",41.520541,-98.572102
Hall County,14.4,"40.881733,-98.572102",40.881733,-98.572102
Hamilton County,8.2,"40.919722,-98.046518",40.919722,-98.046518
Harlan County,12.8,"40.166585,-99.456155",40.166585,-99.456155
Hayes County,15.3,"40.50708,-101.071176",40.50708,-101.071176
Hitchcock County,16.3,"40.18446,-101.071176",40.18446,-101.071176
Holt County,13.6,"42.380331,-98.660059",42.380331,-98.660059
Hooker County,10.4,"41.936848,-101.071176",41.936848,-101.071176
Howard County,10.8,"41.202043,-98.572102",41.202043,-98.572102
Jefferson County,11.2,"40.168073,-97.179026",40.168073,-97.179026
Johnson County,12.7,"40.380803,-96.322607",40.380803,-96.322607
Kearney County,9.1,"40.532833,-98.924534",40.532833,-98.924534
Keith County,13.3,"41.181586,-101.524806",41.181586,-101.524806
Keya Paha County,21.7,"42.846186,-99.634135",42.846186,-99.634135
Kimball County,15.5,"41.18566,-103.636272",41.18566,-103.636272
Knox County,15.2,"42.67124,-97.87216",42.67124,-97.87216
Lancaster County,14.5,"40.847149,-96.663812",40.847149,-96.663812
Lincoln County,12.8,"40.933804,-100.800005",40.933804,-100.800005
Logan County,12.2,"41.51557,-100.529611",41.51557,-100.529611
Loup County,18.3,"41.925134,-99.456155",41.925134,-99.456155
Madison County,15.7,"41.910826,-97.524724",41.910826,-97.524724
McPherson County,14.4,"41.622269,-101.071176",41.622269,-101.071176
Merrick County,10.9,"41.203193,-98.002889",41.203193,-98.002889
Morrill County,16.4,"41.655242,-102.989615",41.655242,-102.989615
Nance County,14.2,"41.399595,-98.046518",41.399595,-98.046518
Nemaha County,12.7,"40.407475,-95.814288",40.407475,-95.814288
Nuckolls County,13,"40.110932,-98.046518",40.110932,-98.046518
Otoe County,9.9,"40.675971,-96.110294",40.675971,-96.110294
Pawnee County,14.3,"40.102582,-96.195132",40.102582,-96.195132
Perkins County,11.3,"40.792235,-101.433915",40.792235,-101.433915
Phelps County,9.8,"40.490354,-99.456155",40.490354,-99.456155
Pierce County,9.9,"42.225747,-97.524724",42.225747,-97.524724
Platte County,10.4,"41.59406,-97.524724",41.59406,-97.524724
Polk County,8.7,"41.152669,-97.568059",41.152669,-97.568059
Red Willow County,11.4,"40.235396,-100.529611",40.235396,-100.529611
Richardson County,14.4,"40.089803,-95.645795",40.089803,-95.645795
Rock County,17.3,"42.395199,-99.456155",42.395199,-99.456155
Saline County,11.1,"40.493037,-97.179026",40.493037,-97.179026
Sarpy County,6.6,"41.074404,-96.195132",41.074404,-96.195132
Saunders County,8.2,"41.168563,-96.663812",41.168563,-96.663812
Scotts Bluff County,16.9,"41.814094,-103.636272",41.814094,-103.636272
Seward County,8,"40.907865,-97.098465",40.907865,-97.098465
Sheridan County,16.6,"42.361308,-102.254792",42.361308,-102.254792
Sherman County,13.8,"41.175166,-98.924534",41.175166,-98.924534
Sioux County,17.2,"42.501287,-103.728917",42.501287,-103.728917
Stanton County,9.4,"41.933,-97.179026",41.933,-97.179026
Thayer County,11.3,"40.14609,-97.524724",40.14609,-97.524724
Thomas County,15.2,"41.988214,-100.529611",41.988214,-100.529611
Thurston County,23.2,"42.168553,-96.535645",42.168553,-96.535645
Valley County,12.6,"41.493625,-98.924534",41.493625,-98.924534
Washington County,7.3,"41.554189,-96.195132",41.554189,-96.195132
Wayne County,14.4,"42.247945,-97.179026",42.247945,-97.179026
Webster County,14.4,"40.235727,-98.572102",40.235727,-98.572102
Wheeler County,15.4,"41.837214,-98.572102",41.837214,-98.572102
York County,11.1,"40.794145,-97.524724",40.794145,-97.524724
Carson City,14.8,"39.163798,-119.767403",39.163798,-119.767403
Churchill County,12.9,"39.662668,-118.486396",39.662668,-118.486396
Clark County,16.8,"36.079561,-115.094045",36.079561,-115.094045
Douglas County,9.9,"38.926504,-119.649916",38.926504,-119.649916
Elko County,10.7,"41.222018,-115.283758",41.222018,-115.283758
Esmeralda County,17.9,"37.786617,-117.361648",37.786617,-117.361648
Eureka County,9.6,"39.512674,-115.963798",39.512674,-115.963798
Humboldt County,11.2,"41.593146,-118.550095",41.593146,-118.550095
Lander County,10.4,"40.05101,-116.985242",40.05101,-116.985242
Lincoln County,14.1,"37.660825,-114.524264",37.660825,-114.524264
Lyon County,12.7,"38.952474,-119.139064",38.952474,-119.139064
Mineral County,17.8,"38.434346,-118.486396",38.434346,-118.486396
Nye County,16.5,"38.580711,-116.041389",38.580711,-116.041389
Pershing County,19.3,"40.568595,-118.486396",40.568595,-118.486396
Storey County,8.9,"39.408985,-119.557168",39.408985,-119.557168
Washoe County,13.2,"40.560839,-119.603549",40.560839,-119.603549
White Pine County,14.1,"39.55645,-114.524264",39.55645,-114.524264
Belknap County,10.4,"43.502425,-71.407394",43.502425,-71.407394
Carroll County,10.9,"43.812821,-71.250607",43.812821,-71.250607
Cheshire County,10.6,"42.925938,-72.236379",42.925938,-72.236379
Coos County,14.6,"44.728891,-71.278727",44.728891,-71.278727
Grafton County,11.4,"43.908793,-71.825994",43.908793,-71.825994
Hillsborough County,8.4,"42.833479,-71.667335",42.833479,-71.667335
Merrimack County,8.8,"43.284485,-71.667335",43.284485,-71.667335
Rockingham County,6.4,"42.993126,-71.049777",42.993126,-71.049777
Strafford County,11.4,"43.238329,-71.023604",43.238329,-71.023604
Sullivan County,10.8,"43.377039,-72.236379",43.377039,-72.236379
Atlantic County,13.1,"39.533338,-74.686882",39.533338,-74.686882
Bergen County,6.6,"40.926276,-74.07701",40.926276,-74.07701
Burlington County,5.7,"39.855849,-74.686882",39.855849,-74.686882
Camden County,13.2,"39.859244,-75.014382",39.859244,-75.014382
Cape May County,11.8,"39.105884,-74.827318",39.105884,-74.827318
Cumberland County,16.7,"39.258711,-75.061115",39.258711,-75.061115
Essex County,17.2,"40.794747,-74.264883",40.794747,-74.264883
Gloucester County,7.4,"39.710302,-75.107833",39.710302,-75.107833
Hudson County,16.2,"40.74532,-74.053513",40.74532,-74.053513
Hunterdon County,4.3,"40.566951,-74.920877",40.566951,-74.920877
Mercer County,11.1,"40.302853,-74.733707",40.302853,-74.733707
Middlesex County,8.5,"40.411136,-74.358747",40.411136,-74.358747
Monmouth County,6.9,"40.258946,-74.123996",40.258946,-74.123996
Morris County,5,"40.833604,-74.546328",40.833604,-74.546328
Ocean County,11.3,"39.965255,-74.311821",39.965255,-74.311821
Passaic County,16.2,"41.123165,-74.358747",41.123165,-74.358747
Salem County,11.8,"39.584878,-75.387853",39.584878,-75.387853
Somerset County,5.2,"40.52921,-74.640043",40.52921,-74.640043
Sussex County,5.8,"41.128848,-74.686882",41.128848,-74.686882
Union County,10.7,"40.6595,-74.288354",40.6595,-74.288354
Warren County,7.7,"40.884185,-74.920877",40.884185,-74.920877
Bernalillo County,19.7,"35.017785,-106.62913",35.017785,-106.62913
Catron County,21.9,"34.151517,-108.427605",34.151517,-108.427605
Chaves County,22.3,"33.475739,-104.47233",33.475739,-104.47233
Cibola County,29.9,"35.094756,-107.858387",35.094756,-107.858387
Colfax County,19.5,"36.579976,-104.47233",36.579976,-104.47233
Curry County,18.5,"34.575157,-103.266348",34.575157,-103.266348
DeBaca County,22.5,"34.27342,-104.379191",34.27342,-104.379191
Dona Ana County,29.2,"32.485767,-106.723464",32.485767,-106.723464
Eddy County,15.2,"32.417062,-104.47233",32.417062,-104.47233
Grant County,20.6,"32.96908,-108.237752",32.96908,-108.237752
Guadalupe County,25.4,"34.82358,-104.845462",34.82358,-104.845462
Harding County,15.2,"35.892554,-103.821626",35.892554,-103.821626
Hidalgo County,25.8,"31.93552,-108.712579",31.93552,-108.712579
Lea County,18.6,"32.896882,-103.358729",32.896882,-103.358729
Lincoln County,17,"33.885331,-105.406808",33.885331,-105.406808
Los Alamos County,3.8,"35.849625,-106.322834",35.849625,-106.322834
Luna County,28.1,"32.325912,-107.858387",32.325912,-107.858387
McKinley County,31.8,"35.715247,-108.237752",35.715247,-108.237752
Mora County,23.8,"35.974215,-105.330051",35.974215,-105.330051
Otero County,19.2,"32.634172,-105.594339",32.634172,-105.594339
Quay County,21.9,"34.956992,-103.728917",34.956992,-103.728917
Rio Arriba County,22.7,"36.616289,-106.723464",36.616289,-106.723464
Roosevelt County,24.7,"33.953839,-103.358729",33.953839,-103.358729
San Juan County,17.8,"36.388244,-108.237752",36.388244,-108.237752
San Miguel County,24.4,"35.511779,-104.845462",35.511779,-104.845462
Sandoval County,14.9,"35.602067,-106.723464",35.602067,-106.723464
Santa Fe County,16.5,"35.365371,-105.969988",35.365371,-105.969988
Sierra County,23.1,"33.134596,-107.101193",33.134596,-107.101193
Socorro County,26.8,"33.883709,-106.723464",33.883709,-106.723464
Taos County,27.2,"36.435872,-105.594339",36.435872,-105.594339
Torrance County,27,"34.678432,-105.969988",34.678432,-105.969988
Union County,19.5,"36.372433,-103.358729",36.372433,-103.358729
Valencia County,21.3,"34.674367,-106.62913",34.674367,-106.62913
Albany County,13.6,"42.57568,-73.935982",42.57568,-73.935982
Allegany County,18.1,"42.312982,-78.019539",42.312982,-78.019539
Bronx County,30.3,"40.844782,-73.864827",40.844782,-73.864827
Broome County,17.5,"42.179187,-75.853395",42.179187,-75.853395
Cattaraugus County,18.7,"42.231813,-78.747621",42.231813,-78.747621
Cayuga County,14,"42.765523,-76.548823",42.765523,-76.548823
Chautauqua County,19.8,"42.231283,-79.560344",42.231283,-79.560344
Chemung County,16.4,"42.136207,-76.779817",42.136207,-76.779817
Chenango County,16.6,"42.497231,-75.620809",42.497231,-75.620809
Clinton County,15.5,"44.79042,-73.600582",44.79042,-73.600582
Columbia County,10.4,"42.367876,-73.559413",42.367876,-73.559413
Cortland County,17.7,"42.544092,-75.992765",42.544092,-75.992765
Delaware County,17.1,"42.245208,-74.874104",42.245208,-74.874104
Dutchess County,10.1,"41.778437,-73.747786",41.778437,-73.747786
Erie County,15.3,"42.902396,-78.866159",42.902396,-78.866159
Essex County,14.6,"44.010741,-73.950773",44.010741,-73.950773
Franklin County,20.7,"44.592614,-74.33878",44.592614,-74.33878
Fulton County,16.6,"43.111874,-74.499452",43.111874,-74.499452
Genesee County,13,"42.983784,-78.156443",42.983784,-78.156443
Greene County,16,"42.295732,-74.123996",42.295732,-74.123996
Hamilton County,10.7,"43.476441,-74.405661",43.476441,-74.405661
Herkimer County,16.9,"43.163059,-74.874104",43.163059,-74.874104
Jefferson County,17.4,"44.060742,-75.992765",44.060742,-75.992765
Kings County,23.6,"40.678178,-73.944158",40.678178,-73.944158
Lewis County,12.1,"43.840112,-75.434473",43.840112,-75.434473
Livingston County,13.5,"42.757692,-77.836728",42.757692,-77.836728
Madison County,11.9,"42.980597,-75.806908",42.980597,-75.806908
Monroe County,16.4,"43.284125,-77.745208",43.284125,-77.745208
Montgomery County,19,"42.915521,-74.452563",42.915521,-74.452563
Nassau County,7,"40.654615,-73.559413",40.654615,-73.559413
New York County,18.4,"40.78306,-73.971249",40.78306,-73.971249
Niagara County,12.9,"43.31195,-78.747621",43.31195,-78.747621
Oneida County,17.1,"43.23718,-75.434473",43.23718,-75.434473
Onondaga County,15.6,"43.026819,-76.178374",43.026819,-76.178374
Ontario County,10.7,"42.850984,-77.286488",42.850984,-77.286488
Orange County,13.9,"41.391165,-74.311821",41.391165,-74.311821
Orleans County,14.5,"43.25246,-78.2308",43.25246,-78.2308
Oswego County,19.3,"43.482533,-76.178374",43.482533,-76.178374
Otsego County,16.4,"42.577978,-75.061115",42.577978,-75.061115
Putnam County,5.9,"41.435107,-73.794852",41.435107,-73.794852
Queens County,16,"40.728224,-73.794852",40.728224,-73.794852
Rensselaer County,12,"42.673664,-73.559413",42.673664,-73.559413
Richmond County,12.5,"40.579532,-74.150201",40.579532,-74.150201
Rockland County,14.1,"41.148946,-73.983003",41.148946,-73.983003
Saratoga County,7.1,"43.032425,-73.935982",43.032425,-73.935982
Schenectady County,14.1,"42.849345,-73.983003",42.849345,-73.983003
Schoharie County,11.4,"42.655033,-74.499452",42.655033,-74.499452
Schuyler County,14.1,"42.379643,-76.872096",42.379643,-76.872096
Seneca County,13.3,"42.765189,-76.872096",42.765189,-76.872096
St. Lawrence County,18.8,"44.447314,-74.930206",44.447314,-74.930206
Steuben County,18.1,"42.321027,-77.378379",42.321027,-77.378379
Suffolk County,6.9,"40.984878,-72.615117",40.984878,-72.615117
Sullivan County,17,"41.689749,-74.780519",41.689749,-74.780519
Tioga County,10.9,"42.125632,-76.363728",42.125632,-76.363728
Tompkins County,20,"42.457575,-76.548823",42.457575,-76.548823
Ulster County,14.5,"41.858649,-74.311821",41.858649,-74.311821
Warren County,13.9,"43.607889,-73.747786",43.607889,-73.747786
Washington County,14.1,"43.251947,-73.37087",43.251947,-73.37087
Wayne County,12.8,"43.202002,-77.010385",43.202002,-77.010385
Westchester County,10,"41.122019,-73.794852",41.122019,-73.794852
Wyoming County,11.6,"42.642052,-78.202039",42.642052,-78.202039
Yates County,15.1,"42.643085,-77.148516",42.643085,-77.148516
Alamance County,17.8,"36.011739,-79.425378",36.011739,-79.425378
Alexander County,18.2,"35.89742,-81.207816",35.89742,-81.207816
Alleghany County,20.3,"36.494084,-81.119608",36.494084,-81.119608
Anson County,24.9,"34.905473,-80.187506",34.905473,-80.187506
Ashe County,19.5,"36.433967,-81.471839",36.433967,-81.471839
Avery County,20.8,"36.119841,-81.909826",36.119841,-81.909826
Beaufort County,22.3,"35.46135,-76.91821",35.46135,-76.91821
Bertie County,25.1,"36.024519,-76.964306",36.024519,-76.964306
Bladen County,23.7,"34.58824,-78.566085",34.58824,-78.566085
Brunswick County,18.1,"34.02754,-78.202039",34.02754,-78.202039
Buncombe County,18.2,"35.593138,-82.475276",35.593138,-82.475276
Burke County,20.7,"35.761693,-81.734942",35.761693,-81.734942
Cabarrus County,13,"35.416812,-80.58828",35.416812,-80.58828
Caldwell County,20.8,"35.922745,-81.559643",35.922745,-81.559643
Camden County,9.3,"36.260056,-76.039191",36.260056,-76.039191
Carteret County,16.7,"34.901926,-76.548823",34.901926,-76.548823
Caswell County,19.8,"36.386022,-79.290213",36.386022,-79.290213
Catawba County,14.5,"35.684075,-81.251883",35.684075,-81.251883
Chatham County,11.3,"35.721129,-79.17807",35.721129,-79.17807
Cherokee County,18,"35.11348,-84.059029",35.11348,-84.059029
Chowan County,25.1,"36.135413,-76.618166",36.135413,-76.618166
Clay County,22.3,"35.0964,-83.719914",35.0964,-83.719914
Cleveland County,20,"35.361354,-81.603506",35.361354,-81.603506
Columbus County,25.9,"34.254866,-78.747621",34.254866,-78.747621
Craven County,15.7,"35.087767,-77.056446",35.087767,-77.056446
Cumberland County,19.1,"34.95426,-78.747621",34.95426,-78.747621
Currituck County,11.7,"36.418983,-75.946324",36.418983,-75.946324
Dare County,11.1,"35.654962,-75.620809",35.654962,-75.620809
Davidson County,14.7,"35.774848,-80.187506",35.774848,-80.187506
Davie County,11.8,"35.936703,-80.58828",35.936703,-80.58828
Duplin County,20.2,"34.88401,-78.019539",34.88401,-78.019539
Durham County,19.5,"36.022181,-78.903128",36.022181,-78.903128
Edgecombe County,25.6,"35.884005,-77.653613",35.884005,-77.653613
Forsyth County,18.6,"36.12,-80.187506",36.12,-80.187506
Franklin County,16.2,"36.074142,-78.242675",36.074142,-78.242675
Gaston County,16.6,"35.289565,-81.207816",35.289565,-81.207816
Gates County,16.6,"36.420208,-76.68747",36.420208,-76.68747
Graham County,22.1,"35.363462,-83.804868",35.363462,-83.804868
Granville County,16.1,"36.279945,-78.6115",36.279945,-78.6115
Greene County,25.8,"35.501394,-77.69942",35.501394,-77.69942
Guilford County,18.8,"36.089987,-79.829674",36.089987,-79.829674
Halifax County,26.8,"36.264676,-77.607786",36.264676,-77.607786
Harnett County,18.5,"35.357865,-78.883555",35.357865,-78.883555
Haywood County,18.6,"35.624394,-82.993161",35.624394,-82.993161
Henderson County,13.3,"35.372587,-82.43194",35.372587,-82.43194
Hertford County,28.3,"36.376177,-77.056446",36.376177,-77.056446
Hoke County,18.7,"35.043249,-79.245115",35.043249,-79.245115
Hyde County,22.5,"35.377771,-76.178374",35.377771,-76.178374
Iredell County,13.5,"35.83105,-80.89865",35.83105,-80.89865
Jackson County,20.2,"35.326541,-83.122007",35.326541,-83.122007
Johnston County,15.3,"35.440351,-78.384223",35.440351,-78.384223
Jones County,19,"35.030629,-77.332443",35.030629,-77.332443
Lee County,20,"35.469374,-79.154853",35.469374,-79.154853
Lenoir County,25.4,"35.232673,-77.607786",35.232673,-77.607786
Lincoln County,14.2,"35.463703,-81.207816",35.463703,-81.207816
Macon County,19,"35.119752,-83.336188",35.119752,-83.336188
Madison County,21.2,"35.823752,-82.691543",35.823752,-82.691543
Martin County,24.8,"35.873305,-77.148516",35.873305,-77.148516
McDowell County,19.5,"35.698441,-82.08429",35.698441,-82.08429
Mecklenburg County,17.1,"35.263266,-80.854385",35.263266,-80.854385
Mitchell County,19.2,"36.027776,-82.149605",36.027776,-82.149605
Montgomery County,27.3,"35.358792,-79.874484",35.358792,-79.874484
Moore County,15.1,"35.367449,-79.470389",35.367449,-79.470389
Nash County,19.7,"35.959795,-77.973865",35.959795,-77.973865
New Hanover County,17.5,"34.215491,-77.88246",34.215491,-77.88246
Northampton County,25.6,"36.415964,-77.424297",36.415964,-77.424297
Onslow County,16,"34.654009,-77.470197",34.654009,-77.470197
Orange County,17,"36.026302,-79.10969",36.026302,-79.10969
Pamlico County,18.6,"35.133787,-76.68747",35.133787,-76.68747
Pasquotank County,21.2,"36.292707,-76.317414",36.292707,-76.317414
Pender County,16.4,"34.517073,-77.836728",34.517073,-77.836728
Perquimans County,18.6,"36.132976,-76.410027",36.132976,-76.410027
Person County,18.1,"36.352822,-78.928824",36.352822,-78.928824
Pitt County,24.9,"35.558922,-77.424297",35.558922,-77.424297
Polk County,16.5,"35.268684,-82.171363",35.268684,-82.171363
Randolph County,16.2,"35.744953,-79.829674",35.744953,-79.829674
Richmond County,25.2,"35.003045,-79.784842",35.003045,-79.784842
Robeson County,30.9,"34.638386,-79.10969",34.638386,-79.10969
Rockingham County,16.7,"36.433504,-79.829674",36.433504,-79.829674
Rowan County,18.9,"35.630346,-80.543845",35.630346,-80.543845
Rutherford County,20.5,"35.425874,-81.909826",35.425874,-81.909826
Sampson County,23.8,"34.919755,-78.384223",34.919755,-78.384223
Scotland County,27.9,"34.84512,-79.470389",34.84512,-79.470389
Stanly County,17.5,"35.301455,-80.232131",35.301455,-80.232131
Stokes County,15.9,"36.42444,-80.232131",36.42444,-80.232131
Surry County,21.6,"36.374345,-80.677079",36.374345,-80.677079
Swain County,19.3,"35.432896,-83.464355",35.432896,-83.464355
Transylvania County,16.2,"35.219053,-82.777858",35.219053,-82.777858
Tyrrell County,28,"35.892554,-76.178374",35.892554,-76.178374
Union County,10.6,"34.933865,-80.543845",34.933865,-80.543845
Vance County,25.6,"36.347906,-78.429719",36.347906,-78.429719
Wake County,11.6,"35.803191,-78.566085",35.803191,-78.566085
Warren County,25.5,"36.435213,-78.019539",36.435213,-78.019539
Washington County,23.4,"35.812033,-76.595055",35.812033,-76.595055
Watauga County,25.9,"36.194183,-81.734942",36.194183,-81.734942
