NAME,SAEPOVRTALL_RATE,Location,Latitude,Longitude
Switzerland County,17.6,"38.841939,-85.064907",38.841939,-85.064907
Tippecanoe County,21.4,"40.346973,-86.822034",40.346973,-86.822034
Tipton County,9.6,"40.282566,-86.05296",40.282566,-86.05296
Union County,14.6,"39.663775,-84.898478",39.663775,-84.898478
Vanderburgh County,15.5,"38.08061,-87.579129",38.08061,-87.579129
Vermillion County,13.1,"39.851214,-87.480207",39.851214,-87.480207
Vigo County,19.2,"39.416538,-87.420752",39.416538,-87.420752
Wabash County,16,"40.803388,-85.848624",40.803388,-85.848624
Warren County,9.7,"40.319245,-87.34136",40.319245,-87.34136
Warrick County,8.7,"38.07367,-87.261833",38.07367,-87.261833
Washington County,15.2,"38.674475,-86.175176",38.674475,-86.175176
Wayne County,21.1,"39.831882,-84.981754",39.831882,-84.981754
Wells County,10.2,"40.777835,-85.189405",40.777835,-85.189405
White County,11.9,"40.676555,-86.982429",40.676555,-86.982429
Whitley County,9.3,"41.113613,-85.520024",41.113613,-85.520024
Adair County,11.2,"41.274173,-94.479976",41.274173,-94.479976
Adams County,13.4,"41.065207,-94.686378",41.065207,-94.686378
Allamakee County,15.1,"43.243075,-91.443469",43.243075,-91.443469
Appanoose County,16.3,"40.68061,-92.85771",40.68061,-92.85771
Audubon County,9.8,"41.732683,-94.976654",41.732683,-94.976654
Benton County,9,"42.138725,-92.06652",42.138725,-92.06652
Black Hawk County,16.4,"42.447804,-92.381362",42.447804,-92.381362
Boone County,9.9,"42.088175,-93.987843",42.088175,-93.987843
Bremer County,7.6,"42.761082,-92.381362",42.761082,-92.381362
Buchanan County,10.8,"42.456601,-91.909924",42.456601,-91.909924
Buena Vista County,10.9,"42.670545,-95.143207",42.670545,-95.143207
Butler County,9.8,"42.750219,-92.85771",42.750219,-92.85771
Calhoun County,12.1,"42.37859,-94.645035",42.37859,-94.645035
Carroll County,9.5,"42.056691,-94.810595",42.056691,-94.810595
Cass County,13.4,"41.253807,-94.976654",41.253807,-94.976654
Cedar County,8.1,"41.834615,-91.135302",41.834615,-91.135302
Cerro Gordo County,13.5,"43.154319,-93.202967",43.154319,-93.202967
Cherokee County,10.2,"42.802776,-95.645795",42.802776,-95.645795
Chickasaw County,9.9,"43.072467,-92.381362",43.072467,-92.381362
Clarke County,12.9,"41.017784,-93.78415",41.017784,-93.78415
Clay County,10.7,"43.136804,-95.143207",43.136804,-95.143207
Clayton County,12.9,"42.778529,-91.289104",42.778529,-91.289104
Clinton County,13.6,"41.878563,-90.563609",41.878563,-90.563609
Crawford County,13.3,"42.034686,-95.31025",42.034686,-95.31025
Dallas County,6.3,"41.612002,-93.987843",41.612002,-93.987843
Davis County,16.8,"40.691384,-92.381362",40.691384,-92.381362
Decatur County,21.4,"40.814649,-93.824824",40.814649,-93.824824
Delaware County,10.5,"42.463401,-91.443469",42.463401,-91.443469
Des Moines County,15.4,"40.912337,-91.173699",40.912337,-91.173699
Dickinson County,7.9,"43.404939,-95.184922",43.404939,-95.184922
Dubuque County,10.2,"42.469468,-90.8294",42.469468,-90.8294
Emmet County,11.8,"43.34943,-94.686378",43.34943,-94.686378
Fayette County,12.3,"42.92582,-91.909924",42.92582,-91.909924
Floyd County,12.1,"43.061595,-92.85771",43.061595,-92.85771
Franklin County,12.2,"42.737236,-93.338892",42.737236,-93.338892
Fremont County,11.8,"40.74004,-95.645795",40.74004,-95.645795
Greene County,14.4,"42.070053,-94.479976",42.070053,-94.479976
Grundy County,6.4,"42.436951,-92.85771",42.436951,-92.85771
Guthrie County,10.4,"41.753091,-94.479976",41.753091,-94.479976
Hamilton County,10.4,"42.414128,-93.662324",42.414128,-93.662324
Hancock County,8.4,"43.038732,-93.662324",43.038732,-93.662324
Hardin County,12,"42.428543,-93.177966",42.428543,-93.177966
Harrison County,10.2,"41.693386,-95.814288",41.693386,-95.814288
Henry County,13.8,"41.02836,-91.598396",41.02836,-91.598396
Howard County,12.3,"43.38195,-92.381362",43.38195,-92.381362
Humboldt County,9.7,"42.74826,-94.19234",42.74826,-94.19234
Ida County,12,"42.341869,-95.477781",42.341869,-95.477781
Iowa County,7.3,"41.66246,-92.06652",41.66246,-92.06652
Jackson County,11.2,"42.15607,-90.525782",42.15607,-90.525782
Jasper County,10.8,"41.641492,-93.017571",41.641492,-93.017571
Jefferson County,17.4,"41.023636,-91.909924",41.023636,-91.909924
Johnson County,17.5,"41.669898,-91.598396",41.669898,-91.598396
Jones County,10.4,"42.151674,-91.135302",42.151674,-91.135302
Keokuk County,12.1,"41.339706,-92.223667",41.339706,-92.223667
Kossuth County,10.7,"43.251338,-94.233336",43.251338,-94.233336
Lee County,15.5,"40.706866,-91.443469",40.706866,-91.443469
Linn County,10.6,"42.065984,-91.676069",42.065984,-91.676069
Louisa County,12.3,"41.1933,-91.289104",41.1933,-91.289104
Lucas County,17.5,"40.991202,-93.338892",40.991202,-93.338892
Lyon County,9,"43.395433,-96.152699",43.395433,-96.152699
Madison County,8.7,"41.292237,-93.987843",41.292237,-93.987843
Mahaska County,13.6,"41.329588,-92.698387",41.329588,-92.698387
Marion County,10,"41.317382,-93.177966",41.317382,-93.177966
Marshall County,13.4,"42.040709,-92.937574",42.040709,-92.937574
Mills County,9.8,"41.06245,-95.645795",41.06245,-95.645795
Mitchell County,10.3,"43.37107,-92.85771",43.37107,-92.85771
Monona County,11.8,"42.001594,-95.983258",42.001594,-95.983258
Monroe County,11.8,"41.004098,-92.85771",41.004098,-92.85771
Montgomery County,14.4,"41.043884,-95.184922",41.043884,-95.184922
Muscatine County,13.4,"41.515691,-91.135302",41.515691,-91.135302
O'Brien County,8.8,"43.113125,-95.645795",43.113125,-95.645795
Osceola County,9.7,"43.385195,-95.603746",43.385195,-95.603746
Page County,15.9,"40.76351,-95.143207",40.76351,-95.143207
Palo Alto County,11.4,"43.158088,-94.645035",43.158088,-94.645035
Plymouth County,7.4,"42.776665,-96.152699",42.776665,-96.152699
Pocahontas County,12.5,"42.691804,-94.645035",42.691804,-94.645035
Polk County,12.5,"41.627842,-93.500345",41.627842,-93.500345
Pottawattamie County,14.5,"41.39115,-95.477781",41.39115,-95.477781
Poweshiek County,11.5,"41.653012,-92.539603",41.653012,-92.539603
Ringgold County,14,"40.797381,-94.315422",40.797381,-94.315422
Sac County,9.5,"42.357352,-95.143207",42.357352,-95.143207
Scott County,13.8,"41.63932,-90.63937",41.63932,-90.63937
Shelby County,9.5,"41.717767,-95.31025",41.717767,-95.31025
Sioux County,9,"43.086994,-96.152699",43.086994,-96.152699
Story County,21.3,"42.104044,-93.500345",42.104044,-93.500345
Tama County,10.9,"42.129259,-92.539603",42.129259,-92.539603
Taylor County,13.4,"40.784607,-94.645035",40.784607,-94.645035
Union County,14.5,"41.000686,-94.274363",41.000686,-94.274363
Van Buren County,16.3,"40.700116,-91.909924",40.700116,-91.909924
Wapello County,18.9,"41.014889,-92.381362",41.014889,-92.381362
Warren County,6.5,"41.308055,-93.500345",41.308055,-93.500345
Washington County,11.4,"41.347797,-91.753882",41.347797,-91.753882
Wayne County,17.2,"40.667736,-93.338892",40.667736,-93.338892
Webster County,15.4,"42.397496,-94.151376",42.397496,-94.151376
Winnebago County,10.5,"43.348192,-93.662324",43.348192,-93.662324
Winneshiek County,10.7,"43.236261,-91.909924",43.236261,-91.909924
Woodbury County,16.7,"42.316616,-95.983258",42.316616,-95.983258
Worth County,11,"43.358069,-93.338892",43.358069,-93.338892
Wright County,11.8,"42.727374,-93.662324",42.727374,-93.662324
Allen County,18.7,"37.943585,-95.31025",37.943585,-95.31025
Anderson County,14.5,"38.280933,-95.31025",38.280933,-95.31025
Atchison County,17.1,"39.570114,-95.352088",39.570114,-95.352088
Barber County,10.7,"37.229979,-98.748117",37.229979,-98.748117
Barton County,15.7,"38.361384,-98.765148",38.361384,-98.765148
Bourbon County,20.4,"37.795709,-94.810595",37.795709,-94.810595
Brown County,16.6,"39.770047,-95.477781",39.770047,-95.477781
Butler County,10.8,"37.864944,-96.8351",37.864944,-96.8351
Chase County,13.8,"38.300766,-96.578339",38.300766,-96.578339
Chautauqua County,19.3,"37.173804,-96.280086",37.173804,-96.280086
Cherokee County,17.6,"37.114248,-94.810595",37.114248,-94.810595
Cheyenne County,12.3,"39.787785,-101.797961",39.787785,-101.797961
Clark County,12.4,"37.31589,-99.812494",37.31589,-99.812494
Clay County,12.2,"39.34792,-97.179026",39.34792,-97.179026
Cloud County,13.7,"39.479557,-97.698227",39.479557,-97.698227
Coffey County,10.5,"38.257064,-95.814288",38.257064,-95.814288
Comanche County,10.6,"37.189454,-99.278558",37.189454,-99.278558
Cowley County,18.4,"37.266024,-96.920913",37.266024,-96.920913
Crawford County,22.3,"37.455799,-94.810595",37.455799,-94.810595
Decatur County,13.5,"39.748037,-100.529611",39.748037,-100.529611
Dickinson County,11.1,"38.850598,-97.179026",38.850598,-97.179026
Doniphan County,14,"39.824563,-95.184922",39.824563,-95.184922
Douglas County,16.6,"38.910784,-95.268444",38.910784,-95.268444
Edwards County,12.2,"37.865958,-99.278558",37.865958,-99.278558
Elk County,17.5,"37.393637,-96.152699",37.393637,-96.152699
Ellis County,17.2,"38.868355,-99.278558",38.868355,-99.278558
Ellsworth County,11.3,"38.615225,-98.221298",38.615225,-98.221298
Finney County,16.9,"38.062525,-100.89031",38.062525,-100.89031
Ford County,13.8,"37.654007,-99.812494",37.654007,-99.812494
Franklin County,14.1,"38.616591,-95.31025",38.616591,-95.31025
Geary County,15.8,"38.998469,-96.792235",38.998469,-96.792235
Gove County,11.2,"38.927128,-100.529611",38.927128,-100.529611
Graham County,12,"39.31983,-99.812494",39.31983,-99.812494
Grant County,11.8,"37.524599,-101.252379",37.524599,-101.252379
Gray County,9.3,"37.684081,-100.439656",37.684081,-100.439656
Greeley County,10.2,"38.473803,-101.797961",38.473803,-101.797961
Greenwood County,16.5,"37.902591,-96.152699",37.902591,-96.152699
Hamilton County,13.5,"37.974167,-101.797961",37.974167,-101.797961
Harper County,15.5,"37.1096,-98.046518",37.1096,-98.046518
Harvey County,13.4,"38.002522,-97.351656",38.002522,-97.351656
Haskell County,10.7,"37.558829,-100.89031",37.558829,-100.89031
Hodgeman County,10.3,"38.142975,-99.991225",38.142975,-99.991225
Jackson County,11.1,"39.424142,-95.814288",39.424142,-95.814288
Jefferson County,9.1,"39.282765,-95.31025",39.282765,-95.31025
Jewell County,13.2,"39.772023,-98.221298",39.772023,-98.221298
Johnson County,6.7,"38.845412,-94.852064",38.845412,-94.852064
Kearny County,12,"38.02814,-101.252379",38.02814,-101.252379
Kingman County,11.8,"37.607159,-98.221298",37.607159,-98.221298
Kiowa County,14.6,"37.528516,-99.278558",37.528516,-99.278558
Labette County,20.6,"37.263904,-95.31025",37.263904,-95.31025
Lane County,9.2,"38.429489,-100.529611",38.429489,-100.529611
Leavenworth County,11.4,"39.171308,-95.018246",39.171308,-95.018246
Lincoln County,13.1,"39.113579,-98.221298",39.113579,-98.221298
Linn County,14.7,"38.133957,-94.810595",38.133957,-94.810595
Logan County,10.7,"38.950477,-101.161736",38.950477,-101.161736
Lyon County,20.3,"38.407804,-96.152699",38.407804,-96.152699
Marion County,12.8,"38.349424,-97.179026",38.349424,-97.179026
Marshall County,11.8,"39.717719,-96.49298",39.717719,-96.49298
McPherson County,9.9,"38.316443,-97.698227",38.316443,-97.698227
Meade County,9.6,"37.269845,-100.349789",37.269845,-100.349789
Miami County,9.3,"38.638169,-94.810595",38.638169,-94.810595
Mitchell County,11.6,"39.443669,-98.221298",39.443669,-98.221298
Montgomery County,17.6,"37.240253,-95.814288",37.240253,-95.814288
Morris County,11.1,"38.714483,-96.663812",38.714483,-96.663812
Morton County,12.7,"37.133339,-101.797961",37.133339,-101.797961
Nemaha County,10.2,"39.745108,-95.983258",39.745108,-95.983258
Neosho County,17.4,"37.604569,-95.31025",37.604569,-95.31025
Ness County,11.3,"38.476951,-99.991225",38.476951,-99.991225
Norton County,14.4,"39.795957,-99.991225",39.795957,-99.991225
Osage County,11.7,"38.6009,-95.645795",38.6009,-95.645795
Osborne County,13.7,"39.405116,-98.748117",39.405116,-98.748117
Ottawa County,10.5,"39.149384,-97.698227",39.149384,-97.698227
Pawnee County,14.8,"38.201758,-99.278558",38.201758,-99.278558
Phillips County,12.6,"39.766638,-99.367308",39.766638,-99.367308
Pottawatomie County,9.1,"39.397634,-96.322607",39.397634,-96.322607
Pratt County,12.6,"37.569172,-98.748117",37.569172,-98.748117
Rawlins County,12.2,"39.86009,-101.071176",39.86009,-101.071176
Reno County,12.8,"37.956955,-98.046518",37.956955,-98.046518
Republic County,12.9,"39.807989,-97.698227",39.807989,-97.698227
Rice County,14.5,"38.28087,-98.221298",38.28087,-98.221298
Riley County,20.6,"39.368648,-96.8351",39.368648,-96.8351
Rooks County,12.7,"39.363851,-99.278558",39.363851,-99.278558
Rush County,13.2,"38.535897,-99.278558",38.535897,-99.278558
Russell County,14.6,"38.909472,-98.748117",38.909472,-98.748117
Saline County,14.4,"38.817485,-97.698227",38.817485,-97.698227
Scott County,8.7,"38.562531,-100.89031",38.562531,-100.89031
Sedgwick County,15.2,"37.653737,-97.524724",37.653737,-97.524724
Seward County,15.4,"37.221014,-100.89031",37.221014,-100.89031
Shawnee County,14.6,"39.092845,-95.814288",39.092845,-95.814288
Sheridan County,12.6,"39.347083,-100.439656",39.347083,-100.439656
Sherman County,15.8,"39.298219,-101.797961",39.298219,-101.797961
Smith County,14.2,"39.733385,-98.748117",39.733385,-98.748117
Stafford County,13.2,"38.074905,-98.748117",38.074905,-98.748117
Stanton County,12.6,"37.639038,-101.797961",37.639038,-101.797961
Stevens County,10.9,"37.186894,-101.252379",37.186894,-101.252379
Sumner County,13.5,"37.223605,-97.611422",37.223605,-97.611422
Thomas County,11.1,"39.370288,-101.071176",39.370288,-101.071176
Trego County,10.7,"38.990032,-99.812494",38.990032,-99.812494
Wabaunsee County,7.9,"38.909209,-96.152699",38.909209,-96.152699
Wallace County,12,"38.969713,-101.797961",38.969713,-101.797961
Washington County,12,"39.841332,-97.179026",39.841332,-97.179026
Wichita County,13.2,"38.510258,-101.433915",38.510258,-101.433915
Wilson County,17,"37.580841,-95.814288",37.580841,-95.814288
Woodson County,17.3,"37.919785,-95.814288",37.919785,-95.814288
Wyandotte County,26,"39.098681,-94.769159",39.098681,-94.769159
Adair County,23.1,"37.076403,-85.313622",37.076403,-85.313622
Allen County,20.5,"36.765047,-86.21585",36.765047,-86.21585
Anderson County,10.8,"37.998648,-84.981754",37.998648,-84.981754
Ballard County,16.5,"37.035987,-89.017933",37.035987,-89.017933
Barren County,21.7,"36.967684,-85.848624",36.967684,-85.848624
Bath County,25.6,"38.106816,-83.719914",38.106816,-83.719914
Bell County,41.6,"36.741122,-83.634843",36.741122,-83.634843
Boone County,8.7,"38.994057,-84.731556",38.994057,-84.731556
Bourbon County,18.2,"38.217075,-84.22788",38.217075,-84.22788
Boyd County,20.5,"38.383327,-82.691543",38.383327,-82.691543
Boyle County,17.6,"37.652603,-84.815078",37.652603,-84.815078
Bracken County,14.8,"38.711702,-84.059029",38.711702,-84.059029
Breathitt County,35.7,"37.535962,-83.336188",37.535962,-83.336188
Breckinridge County,19.3,"37.7982,-86.459209",37.7982,-86.459209
Bullitt County,10.8,"37.984211,-85.684578",37.984211,-85.684578
Butler County,20.5,"37.20864,-86.701389",37.20864,-86.701389
Caldwell County,19.1,"37.150102,-87.894245",37.150102,-87.894245
Calloway County,17.2,"36.640277,-88.285042",36.640277,-88.285042
Campbell County,13.1,"38.895189,-84.396253",38.895189,-84.396253
Carlisle County,16.7,"36.820669,-88.979678",36.820669,-88.979678
Carroll County,21.2,"38.674836,-85.064907",38.674836,-85.064907
Carter County,20.7,"38.320471,-83.036138",38.320471,-83.036138
Casey County,27.6,"37.315745,-84.898478",37.315745,-84.898478
Christian County,23.7,"36.841059,-87.460397",36.841059,-87.460397
Clark County,17.4,"37.959945,-84.143514",37.959945,-84.143514
Clay County,42.4,"37.173804,-83.719914",37.173804,-83.719914
Clinton County,27.2,"36.72639,-85.147936",36.72639,-85.147936
Crittenden County,20.6,"37.367365,-88.090076",37.367365,-88.090076
Cumberland County,27.4,"36.777645,-85.354965",36.777645,-85.354965
Daviess County,16,"37.730798,-87.102375",37.730798,-87.102375
Edmonson County,19.1,"37.194168,-86.21585",37.194168,-86.21585
Elliott County,31.4,"38.157509,-83.122007",38.157509,-83.122007
Estill County,28.6,"37.697538,-83.974426",37.697538,-83.974426
Fayette County,17.7,"38.060648,-84.480261",38.060648,-84.480261
Fleming County,21.3,"38.398763,-83.677393",38.398763,-83.677393
Floyd County,27.2,"37.545546,-82.777858",37.545546,-82.777858
Franklin County,15.2,"38.248102,-84.898478",38.248102,-84.898478
Fulton County,28.9,"36.563048,-89.132487",36.563048,-89.132487
Gallatin County,18,"38.729507,-84.877639",38.729507,-84.877639
Garrard County,21.9,"37.641323,-84.564147",37.641323,-84.564147
Grant County,15.7,"38.656525,-84.647912",38.656525,-84.647912
Graves County,19.7,"36.688773,-88.710896",36.688773,-88.710896
Grayson County,26,"37.455496,-86.37822",37.455496,-86.37822
Green County,24.6,"37.257012,-85.56121",37.257012,-85.56121
Greenlee County,30.6,"37.730555,-83.036138",37.730555,-83.036138
Greenup County,17.4,"38.56657,-82.950156",38.56657,-82.950156
Hancock County,12.9,"37.828091,-86.761749",37.828091,-86.761749
Hardin County,14.6,"37.656571,-86.012157",37.656571,-86.012157
Harlan County,31.5,"36.88903,-83.207764",36.88903,-83.207764
Harrison County,19,"38.433305,-84.354205",38.433305,-84.354205
Hart County,26.3,"37.31013,-85.848624",37.31013,-85.848624
Henderson County,16.7,"37.741516,-87.579129",37.741516,-87.579129
Henry County,18.7,"38.426839,-85.147936",38.426839,-85.147936
Hickman County,18.6,"36.648218,-88.979678",36.648218,-88.979678
Hopkins County,19.7,"37.315309,-87.579129",37.315309,-87.579129
Jackson County,31.2,"37.402327,-84.016742",37.402327,-84.016742
Jefferson County,17.3,"38.19381,-85.643487",38.19381,-85.643487
Jessamine County,17.2,"37.895573,-84.564147",37.895573,-84.564147
Johnson County,25.2,"37.804834,-82.864062",37.804834,-82.864062
Kenton County,16,"38.986387,-84.564147",38.986387,-84.564147
Knott County,30.5,"37.346112,-82.993161",37.346112,-82.993161
Knox County,34,"36.926058,-83.889706",36.926058,-83.889706
Larue County,18.3,"37.518955,-85.725637",37.518955,-85.725637
Laurel County,22.7,"37.069349,-84.185712",37.069349,-84.185712
Lawrence County,26.3,"38.052675,-82.777858",38.052675,-82.777858
Lee County,35.7,"37.599443,-83.719914",37.599443,-83.719914
Leslie County,24.5,"37.069829,-83.378939",37.069829,-83.378939
Letcher County,24.3,"37.125351,-82.864062",37.125351,-82.864062
Lewis County,34.2,"38.507969,-83.378939",38.507969,-83.378939
Lincoln County,25.6,"37.475126,-84.647912",37.475126,-84.647912
Livingston County,15.5,"37.243135,-88.362785",37.243135,-88.362785
Logan County,20.1,"36.869834,-86.862183",36.869834,-86.862183
Lyon County,17,"37.024726,-88.090076",37.024726,-88.090076
Madison County,20.8,"37.7143,-84.312126",37.7143,-84.312126
Marion County,21.7,"37.585137,-85.230841",37.585137,-85.230841
Marshall County,13.3,"36.857377,-88.401604",36.857377,-88.401604
Martin County,38.6,"37.783376,-82.518584",37.783376,-82.518584
Mason County,19.2,"38.61941,-83.889706",38.61941,-83.889706
McCracken County,17.2,"37.033061,-88.710896",37.033061,-88.710896
McCreary County,36.6,"36.69735,-84.480261",36.69735,-84.480261
McLean County,19.5,"37.564435,-87.261833",37.564435,-87.261833
Meade County,15.4,"37.96015,-86.21585",37.96015,-86.21585
Menifee County,30,"37.933537,-83.634843",37.933537,-83.634843
Mercer County,16.2,"37.82586,-84.898478",37.82586,-84.898478
Metcalfe County,24.9,"37.003244,-85.643487",37.003244,-85.643487
Monroe County,25.2,"36.748492,-85.725637",36.748492,-85.725637
Montgomery County,21.3,"38.031458,-83.889706",38.031458,-83.889706
Morgan County,31.9,"37.914571,-83.293409",37.914571,-83.293409
Muhlenberg County,21.1,"37.17725,-87.142289",37.17725,-87.142289
Nelson County,15.5,"37.764746,-85.478807",37.764746,-85.478807
Nicholas County,18.9,"38.376763,-84.059029",38.376763,-84.059029
Ohio County,22.6,"37.510852,-86.822034",37.510852,-86.822034
Oldham County,6.4,"38.356003,-85.478807",38.356003,-85.478807
Owen County,17.9,"38.496526,-84.815078",38.496526,-84.815078
Owsley County,39,"37.429493,-83.719914",37.429493,-83.719914
Pendleton County,16.2,"38.728339,-84.396253",38.728339,-84.396253
Perry County,25,"37.316071,-83.207764",37.316071,-83.207764
Pike County,22.5,"37.484209,-82.475276",37.484209,-82.475276
Powell County,29.3,"37.838065,-83.826088",37.838065,-83.826088
Pulaski County,24.4,"37.085351,-84.522219",37.085351,-84.522219
Robertson County,23.1,"38.522434,-84.037889",38.522434,-84.037889
Rockcastle County,28,"37.374307,-84.312126",37.374307,-84.312126
Rowan County,26.4,"38.177068,-83.464355",38.177068,-83.464355
Russell County,21.9,"36.980648,-85.064907",36.980648,-85.064907
Scott County,12.2,"38.317236,-84.564147",38.317236,-84.564147
Shelby County,12.7,"38.177808,-85.230841",38.177808,-85.230841
Simpson County,16.4,"36.777201,-86.620794",36.777201,-86.620794
Spencer County,8.4,"38.012317,-85.313622",38.012317,-85.313622
Taylor County,18.8,"37.332884,-85.313622",37.332884,-85.313622
Todd County,22,"36.833864,-87.142289",36.833864,-87.142289
Trigg County,16.4,"36.847364,-87.776333",36.847364,-87.776333
Trimble County,15.1,"38.601328,-85.313622",38.601328,-85.313622
Union County,21.4,"37.663874,-87.972681",37.663874,-87.972681
Warren County,18.9,"36.988604,-86.499655",36.988604,-86.499655
Washington County,17.1,"37.751614,-85.147936",37.751614,-85.147936
Wayne County,31.7,"36.757191,-84.856793",36.757191,-84.856793
Webster County,17.6,"37.489219,-87.736961",37.489219,-87.736961
Whitley County,24.8,"36.726335,-84.185712",36.726335,-84.185712
Wolfe County,35.2,"37.755087,-83.464355",37.755087,-83.464355
Woodford County,11,"38.072166,-84.731556",38.072166,-84.731556
Acadia Parish,22.4,"30.229735,-92.381362",30.229735,-92.381362
Allen Parish,23.2,"30.588748,-92.85771",30.588748,-92.85771
Ascension Parish,11.5,"30.20173,-90.943847",30.20173,-90.943847
Assumption Parish,18.4,"29.923254,-91.09694",29.923254,-91.09694
Avoyelles Parish,25.5,"30.971182,-92.06652",30.971182,-92.06652
Beauregard Parish,16.9,"30.761148,-93.338892",30.761148,-93.338892
Bienville Parish,26.4,"32.41074,-93.017571",32.41074,-93.017571
Bossier Parish,14.1,"32.755132,-93.662324",32.755132,-93.662324
Caddo Parish,21.6,"32.61368,-93.86553",32.61368,-93.86553
Calcasieu Parish,18.9,"30.208929,-93.338892",30.208929,-93.338892
Caldwell Parish,19.9,"32.066972,-92.06652",32.066972,-92.06652
Cameron Parish,13,"29.843444,-93.177966",29.843444,-93.177966
Catahoula Parish,27.3,"31.705308,-91.909924",31.705308,-91.909924
Claiborne Parish,28.7,"32.772256,-93.017571",32.772256,-93.017571
Concordia Parish,27.6,"31.480898,-91.637215",31.480898,-91.637215
De Soto Parish,19,"32.031057,-93.662324",32.031057,-93.662324
East Baton Rouge Parish,20.2,"30.569359,-91.09694",30.569359,-91.09694
East Carroll Parish,44,"32.757092,-91.2506",32.757092,-91.2506
East Feliciana Parish,20.7,"30.845895,-91.020322",30.845895,-91.020322
Evangeline Parish,26.4,"30.782178,-92.381362",30.782178,-92.381362
Franklin Parish,27.8,"32.07371,-91.598396",32.07371,-91.598396
Grant Parish,20.9,"31.694372,-92.539603",31.694372,-92.539603
Iberia Parish,21.4,"29.930672,-91.607696",29.930672,-91.607696
Iberville Parish,23,"30.289918,-91.404825",30.289918,-91.404825
Jackson Parish,21,"32.239979,-92.539603",32.239979,-92.539603
Jefferson Davis Parish,21.6,"30.267235,-92.817829",30.267235,-92.817829
Jefferson Parish,18.1,"29.649869,-90.11207",29.649869,-90.11207
La Salle Parish,18.7,"31.700246,-92.223667",31.700246,-92.223667
Lafayette Parish,17.5,"30.189514,-92.027319",30.189514,-92.027319
Lafourche Parish,17.1,"29.69523,-90.525782",29.69523,-90.525782
Lincoln Parish,29.5,"32.598888,-92.698387",32.598888,-92.698387
Livingston Parish,13.2,"30.434015,-90.677305",30.434015,-90.677305
Madison Parish,41.4,"32.440158,-91.289104",32.440158,-91.289104
Morehouse Parish,28.7,"32.796224,-91.75388169999997",32.796224,-91.75388169999997
Natchitoches Parish,28.9,"31.680123,-93.177966",31.680123,-93.177966
Orleans Parish,28.7,"29.951066,-90.071532",29.951066,-90.071532
Ouachita Parish,26.2,"32.427185,-92.223667",32.427185,-92.223667
Plaquemines Parish,13,"29.324005,-89.474218",29.324005,-89.474218
Pointe Coupee Parish,21.9,"30.610217,-91.598396",30.610217,-91.598396
Rapides Parish,23.4,"31.14611,-92.539603",31.14611,-92.539603
Red River Parish,26.8,"32.084295,-93.379206",32.084295,-93.379206
Richland Parish,24.2,"32.388728,-91.79284",32.388728,-91.79284
Sabine Parish,19.1,"31.489325,-93.500345",31.489325,-93.500345
St. Bernard Parish,19.6,"29.879791,-89.322695",29.879791,-89.322695
St. Charles Parish,12.7,"29.927366,-90.337189",29.927366,-90.337189
St. Helena Parish,25,"30.802187,-90.677305",30.802187,-90.677305
St. James Parish,20.7,"30.017929,-90.791323",30.017929,-90.791323
St. John the Baptist Parish,17.1,"30.111833,-90.487992",30.111833,-90.487992
St. Landry Parish,25.7,"30.603654,-92.06652",30.603654,-92.06652
St. Martin Parish,21,"30.23959,-91.753882",30.23959,-91.753882
St. Mary Parish,20.9,"29.502976,-91.443469",29.502976,-91.443469
St. Tammany Parish,11.8,"30.435742,-89.925323",30.435742,-89.925323
Tangipahoa Parish,22.9,"30.619452,-90.374835",30.619452,-90.374835
Tensas Parish,33.5,"32.077218,-91.289104",32.077218,-91.289104
Terrebonne Parish,19.3,"29.229968,-90.753281",29.229968,-90.753281
Union Parish,24.2,"32.78591,-92.381362",32.78591,-92.381362
Vermilion Parish,19.2,"29.860141,-92.381362",29.860141,-92.381362
Vernon Parish,14.9,"31.132001,-93.177966",31.132001,-93.177966
Washington Parish,31.3,"30.803926,-90.074677",30.803926,-90.074677
Webster Parish,22.6,"32.764136,-93.338892",32.764136,-93.338892
West Baton Rouge Parish,15.6,"30.47512,-91.327642",30.47512,-91.327642
West Carroll Parish,24.1,"32.754579,-91.482148",32.754579,-91.482148
West Feliciana Parish,22.6,"30.842312,-91.404825",30.842312,-91.404825
Winn Parish,25.7,"31.919612,-92.65864",31.919612,-92.65864
Androscoggin County,16.1,"44.191242,-70.170704",44.191242,-70.170704
Aroostook County,18.3,"46.819941,-68.476606",46.819941,-68.476606
Cumberland County,12.1,"43.813298,-70.387059",43.813298,-70.387059
Franklin County,17.4,"45.038606,-70.397954",45.038606,-70.397954
Hancock County,13.8,"44.577031,-68.356692",44.577031,-68.356692
Kennebec County,12.8,"44.449915,-69.703828",44.449915,-69.703828
Knox County,13,"43.997,-68.924265",43.997,-68.924265
Lincoln County,12.1,"44.108282,-69.511031",44.108282,-69.511031
Oxford County,16.5,"44.49069,-70.784056",44.49069,-70.784056
Penobscot County,17.2,"45.323078,-68.580673",45.323078,-68.580673
Piscataquis County,19.5,"45.704986,-69.337507",45.704986,-69.337507
Sagadahoc County,11.7,"43.817127,-69.782553",43.817127,-69.782553
Somerset County,18.6,"45.59134,-69.999921",45.59134,-69.999921
Waldo County,16,"44.510684,-69.207789",44.510684,-69.207789
Washington County,21.7,"44.984931,-67.677684",44.984931,-67.677684
York County,10.2,"43.41327,-70.670252",43.41327,-70.670252
Allegany County,19.1,"39.625525,-78.6115",39.625525,-78.6115
